Source,Target
902,918
906,969
909,938
910,979
912,958
915,949
917,939
918,937
920,946
921,947
924,924
925,929
926,957
929,977
932,968
934,976
935,932
936,988
937,997
940,952
941,951
943,962
944,999
945,966
948,981
952,989
953,960
956,961
957,974
961,1002
962,987
964,975
965,1001
968,971
974,1027
975,984
979,1019
980,1007
986,980
987,993
988,1011
990,992
992,998
999,1003
1006,1015
1008,1009
1010,1018
1011,1036
1012,1021
1013,1017
1015,1045
1017,1052
1018,1054
1019,1022
1021,1048
1022,1028
1024,1033
1025,1031
1026,1032
1027,1069
1028,1043
1034,1066
1037,1099
1038,1065
1039,1040
1040,1067
1041,1021
1042,1042
1043,1041
1045,1058
1049,1082
1050,1103
1051,1046
1052,1047
1053,1049
1054,1078
1055,1105
1056,1088
1058,1100
1068,1077
1071,1115
1074,1072
1077,1081
1078,1127
1081,1093
1083,1094
1084,1128
1086,1114
1087,1079
1091,1101
1092,1150
1093,1086
1094,1117
1095,1118
1096,1158
1098,1087
1101,1110
1102,1120
1103,1119
1106,1108
1107,1097
1110,1135
1111,1140
1112,1157
1113,1107
1114,1109
1118,1159
1120,1155
1123,1104
1124,1125
1125,1130
1126,1123
1128,1171
1131,1129
1133,1175
1134,1176
1135,1178
1139,1151
1140,1195
1141,1146
1142,1141
1145,1147
1146,1154
1149,1182
1151,1189
1152,1145
1154,1156
1157,1112
1161,1204
1162,1172
1165,1161
1166,1203
1169,1164
1170,1187
1171,1165
1173,1169
1174,1166
1175,1206
1178,1208
1179,1214
1180,1228
1181,1223
1183,1222
1184,1183
1186,1186
1187,1213
1189,1230
1191,1194
1194,1221
1196,1205
1197,1217
1202,1234
1203,1200
1204,1211
1205,1198
1208,1210
1209,1246
1210,1231
1212,1216
1215,1251
1218,1237
1220,1249
1221,1265
1226,1261
1227,1224
1228,1235
1230,1233
1231,1257
1234,1256
1235,1272
1237,1262
1245,1245
1248,1283
1253,1274
1255,1253
1257,1254
1258,1247
1259,1271
1265,1281
1266,1255
1267,1279
1268,1309
1270,1287
1276,1268
1277,1282
1283,1273
1284,1308
1289,1305
1291,1301
1293,1292
1296,1324
1299,1302
1300,1321
1302,1359
1304,1320
1306,1295
1307,1357
1308,1348
1309,1296
1310,1319
1311,1332
1313,1316
1317,1307
1318,1314
1321,1312
1322,1311
1323,1368
1324,1310
1325,1313
1326,1346
1329,1335
1333,1351
1336,1326
1337,1318
1339,1346
1340,1350
1344,1343
1345,1349
1348,1338
1350,1329
1353,1373
1356,1391
1359,1358
1363,1337
1364,1365
1365,1375
1368,1354
1369,1355
1370,1370
1371,1380
1373,1341
1376,1421
1381,1366
1382,1384
1383,1394
1384,1401
1385,1422
1386,1403
1389,1387
1390,1410
1391,1420
1393,1377
1394,1435
1395,1409
1398,1371
1400,1397
1401,1406
1402,1407
1407,1413
1410,1393
1411,1388
1412,1396
1413,1445
1417,1415
1418,1423
1421,1429
1426,1438
1427,1466
1429,1436
1430,1426
1433,1448
1435,1470
1437,1469
1439,1443
1440,1439
1441,1459
1449,1474
1450,1431
1451,1460
1452,1456
1456,1479
1461,1483
1462,1446
1464,1493
1470,1488
1471,1472
1472,1486
1481,1512
1485,1499
1488,1508
1489,1478
1493,1492
1496,1507
1498,1491
1504,1504
1505,1522
1506,1482
1511,1534
1512,1501
1513,1506
1516,1554
1518,1525
1520,1537
1525,1530
1527,1536
1528,1562
1529,1548
1530,1505
1531,1529
1532,1544
1533,1514
1535,1515
1539,1513
1540,1518
1541,1553
1542,1561
1543,1546
1545,1566
1546,1556
1547,1587
1548,1527
1549,1528
1551,1568
1555,1540
1556,1560
1557,1565
1559,1535
1560,1532
1562,1555
1565,1543
1566,1551
1567,1580
1568,1581
1569,1585
1570,1600
1571,1619
1573,1558
1575,1559
1576,1567
1577,1569
1578,1603
1579,1614
1581,1613
1582,1597
1583,1596
1584,1573
1586,1612
1587,1575
1589,1574
1590,1634
1591,1589
1597,1579
1598,1593
1602,1633
1604,1609
1606,1592
1608,1638
1611,1618
1613,1621
1614,1626
1616,1660
1619,1648
1621,1611
1623,1652
1625,1655
1626,1629
1627,1632
1628,1625
1629,1616
1632,1636
1635,1661
1638,1644
1639,1659
1641,1658
1642,1657
1643,1669
1644,1679
1645,1645
1646,1666
1648,1653
1649,1665
1651,1649
1653,1694
1654,1697
1657,1663
1659,1664
1663,1681
1664,1678
1668,1673
1669,1685
1671,1677
1676,1698
1678,1687
1679,1682
1680,1684
1681,1703
1694,1701
1696,1725
1697,1700
1698,1702
1699,1710
1701,1712
1703,1706
1704,1707
1707,1709
1711,1717
1712,1722
1713,1715
1724,1735
