Source,Target
1134,1178
1135,1188
1136,1193
1137,1173
1138,1153
1140,1134
1142,1236
1146,1181
1148,1186
1150,1170
1152,1133
1153,1131
1154,1218
1155,1213
1158,1232
1159,1206
1160,1182
1161,1167
1162,1223
1163,1210
1164,1174
1165,1155
1166,1132
1167,1241
1169,1214
1171,1135
1172,1168
1173,1220
1174,1199
1175,1194
1176,1183
1177,1252
1178,1256
1179,1184
1180,1244
1182,1196
1184,1163
1187,1156
1189,1172
1190,1267
1192,1275
1193,1231
1196,1201
1197,1239
1198,1229
1200,1212
1206,1268
1207,1276
1208,1272
1209,1225
1213,1203
1215,1281
1218,1221
1219,1216
1221,1208
1223,1303
1224,1238
1227,1215
1228,1299
1229,1242
1232,1277
1233,1304
1234,1297
1235,1273
1237,1248
1238,1308
1239,1302
1240,1249
1242,1287
1243,1247
1245,1320
1246,1258
1247,1319
1248,1296
1249,1280
1250,1259
1253,1338
1258,1274
1266,1245
1267,1266
1268,1343
1270,1328
1272,1261
1274,1345
1276,1294
1278,1291
1279,1354
1280,1351
1282,1329
1283,1316
1286,1293
1288,1370
1289,1356
1290,1332
1295,1369
1297,1283
1298,1344
1301,1298
1302,1295
1303,1374
1304,1375
1306,1358
1307,1371
1308,1366
1309,1349
1310,1313
1311,1311
1312,1309
1315,1318
1316,1388
1317,1385
1319,1314
1325,1330
1326,1348
1330,1333
1331,1312
1332,1404
1333,1398
1334,1396
1337,1402
1340,1417
1341,1411
1345,1335
1346,1409
1349,1353
1350,1418
1351,1420
1354,1360
1355,1412
1356,1361
1358,1362
1359,1435
1362,1364
1363,1429
1368,1440
1369,1381
1370,1359
1372,1379
1376,1446
1377,1432
1378,1377
1381,1390
1382,1447
1383,1391
1384,1400
1386,1457
1389,1459
1390,1450
1394,1399
1395,1408
1397,1394
1403,1467
1404,1449
1405,1465
1407,1466
1410,1410
1412,1492
1413,1479
1414,1407
1416,1470
1417,1415
1418,1488
1419,1431
1420,1485
1421,1474
1423,1444
1429,1416
1431,1490
1432,1430
1434,1452
1435,1497
1436,1434
1437,1437
1438,1504
1439,1502
1443,1438
1445,1511
1447,1455
1449,1509
1450,1481
1452,1489
1453,1480
1455,1505
1456,1494
1457,1475
1458,1482
1459,1458
1460,1512
1462,1463
1466,1523
1469,1477
1470,1536
1471,1518
1472,1495
1473,1482
1474,1530
1479,1514
1480,1546
1481,1538
1483,1522
1484,1552
1485,1473
1487,1533
1489,1491
1491,1542
1492,1544
1493,1531
1494,1506
1495,1532
1496,1520
1497,1498
1498,1561
1499,1503
1500,1507
1501,1560
1502,1519
1504,1547
1505,1508
1507,1550
1508,1510
1509,1583
1512,1558
1513,1549
1514,1526
1515,1527
1516,1575
1518,1553
1519,1574
1522,1584
1524,1534
1526,1578
1528,1528
1530,1539
1535,1540
1536,1563
1537,1579
1538,1555
1542,1599
1544,1576
1546,1598
1548,1567
1552,1569
1555,1600
1556,1589
1557,1590
1558,1581
1559,1612
1560,1568
1561,1606
1563,1580
1566,1618
1567,1613
1568,1607
1569,1604
1571,1591
1572,1616
1573,1627
1574,1624
1575,1614
1576,1608
1578,1601
1580,1596
1584,1592
1586,1628
1587,1605
1588,1629
1589,1602
1590,1633
1591,1622
1592,1597
1593,1631
1594,1620
1595,1638
1596,1625
1598,1648
1599,1630
1602,1617
1604,1610
1605,1643
1606,1611
1607,1644
1609,1634
1610,1656
1612,1645
1614,1646
1615,1658
1616,1649
1617,1652
1620,1642
1621,1647
1622,1632
1623,1670
1624,1676
1625,1653
1626,1658
1627,1668
1628,1669
1629,1662
1630,1651
1631,1672
1633,1635
1634,1681
1636,1673
1638,1700
1639,1679
1640,1655
1641,1674
1642,1663
1644,1697
1645,1691
1646,1684
1648,1664
1650,1671
1651,1686
1652,1680
1654,1689
1656,1685
1657,1704
1660,1713
1661,1687
1666,1715
1667,1711
1671,1693
1673,1696
1676,1709
1678,1705
1679,1702
1680,1732
1681,1717
1682,1743
1684,1706
1687,1720
1688,1712
1691,1703
1694,1727
1695,1753
1696,1722
1697,1729
1699,1749
1702,1744
1703,1736
1704,1721
1705,1734
1706,1731
1710,1725
1711,1757
1712,1750
1713,1737
1715,1741
1716,1742
1717,1738
1718,1747
1719,1766
1720,1748
1721,1772
1722,1755
1723,1739
1724,1775
1725,1767
1728,1760
1729,1759
1731,1779
1732,1763
1734,1769
1735,1773
1741,1771
1743,1758
1744,1770
1745,1776
1746,1780
1747,1778
1748,1786
1749,1781
1750,1785
1751,1792
1752,1787
1753,1783
1754,1789
1755,1790
1757,1784
1758,1794
1761,1801
1762,1797
1764,1791
1765,1800
1767,1805
