Source,Target
1377,1423
1379,1404
1380,1375
1381,1439
1383,1438
1384,1422
1385,1464
1386,1456
1387,1387
1389,1397
1392,1449
1398,1408
1399,1450
1400,1426
1404,1460
1405,1433
1407,1415
1408,1451
1411,1414
1413,1462
1414,1432
1415,1458
1417,1503
1418,1461
1419,1465
1420,1435
1424,1469
1426,1472
1429,1477
1430,1459
1433,1443
1437,1486
1439,1448
1441,1447
1442,1526
1443,1515
1444,1480
1446,1504
1447,1444
1448,1499
1449,1508
1450,1487
1451,1525
1452,1492
1453,1475
1454,1516
1457,1533
1458,1521
1459,1509
1463,1522
1464,1510
1465,1489
1466,1482
1467,1501
1469,1500
1470,1474
1474,1537
1475,1497
1477,1481
1478,1544
1479,1505
1480,1529
1481,1506
1482,1511
1485,1542
1487,1524
1490,1498
1492,1507
1494,1536
1495,1494
1496,1502
1497,1495
1499,1548
1500,1546
1501,1591
1503,1592
1504,1560
1507,1512
1509,1538
1514,1549
1515,1530
1518,1539
1521,1597
1522,1586
1526,1568
1527,1570
1528,1540
1529,1611
1532,1601
1533,1587
1535,1552
1536,1600
1537,1595
1540,1547
1541,1597
1542,1557
1543,1588
1544,1589
1545,1569
1546,1561
1548,1562
1551,1532
1553,1607
1554,1612
1555,1603
1556,1584
1557,1613
1558,1608
1562,1574
1563,1614
1566,1605
1567,1585
1568,1566
1573,1593
1575,1571
1577,1599
1579,1580
1581,1634
1582,1604
1583,1644
1584,1649
1585,1633
1586,1606
1587,1629
1588,1594
1589,1642
1591,1641
1592,1577
1594,1650
1595,1628
1597,1636
1598,1622
1599,1656
1601,1637
1603,1652
1604,1645
1606,1621
1607,1616
1610,1662
1611,1663
1612,1665
1614,1631
1615,1624
1616,1669
1617,1626
1619,1686
1621,1638
1622,1673
1623,1639
1624,1681
1626,1685
1628,1655
1629,1643
1632,1660
1633,1646
1634,1667
1636,1682
1638,1695
1639,1688
1640,1676
1642,1706
1643,1702
1644,1689
1646,1701
1651,1658
1653,1693
1654,1683
1655,1698
1656,1696
1657,1684
1658,1697
1660,1731
1661,1703
1662,1700
1663,1678
1664,1729
1665,1730
1666,1664
1668,1732
1669,1704
1670,1680
1671,1718
1672,1691
1676,1714
1678,1735
1679,1699
1680,1694
1681,1725
1683,1723
1684,1710
1685,1711
1686,1749
1687,1746
1688,1727
1689,1753
1690,1717
1693,1752
1694,1736
1695,1737
1696,1755
1697,1725
1698,1758
1701,1767
1703,1720
1704,1705
1705,1716
1706,1748
1710,1786
1711,1713
1712,1783
1713,1754
1714,1728
1715,1761
1717,1772
1718,1740
1722,1768
1723,1762
1725,1743
1726,1750
1727,1788
1728,1770
1729,1775
1731,1763
1732,1790
1734,1791
1735,1776
1737,1808
1739,1759
1740,1751
1741,1822
1742,1825
1743,1777
1744,1809
1745,1800
1746,1796
1748,1773
1750,1769
1755,1806
1756,1818
1757,1820
1758,1779
1761,1819
1763,1816
1766,1827
1767,1789
1770,1780
1771,1774
1773,1798
1774,1793
1775,1757
1776,1834
1777,1824
1778,1781
1779,1837
1781,1831
1782,1797
1783,1846
1784,1838
1785,1803
1786,1847
1787,1832
1788,1795
1789,1850
1790,1841
1792,1794
1793,1835
1794,1807
1796,1811
1797,1858
1798,1854
1799,1823
1803,1862
1804,1842
1805,1829
1806,1848
1808,1814
1811,1833
1813,1839
1817,1826
1818,1866
1819,1868
1820,1876
1824,1874
1826,1844
1827,1883
1828,1871
1830,1864
1832,1892
1833,1849
1835,1861
1836,1840
1837,1886
1839,1865
1840,1857
1841,1851
1842,1852
1843,1895
1844,1888
1845,1869
1846,1856
1847,1878
1849,1909
1851,1903
1852,1906
1853,1899
1854,1873
1855,1870
1856,1904
1857,1894
1858,1879
1859,1875
1861,1872
1863,1912
1867,1907
1873,1920
1874,1900
1875,1887
1878,1891
1879,1889
1881,1922
1883,1898
1884,1939
1885,1929
1886,1940
1887,1908
1888,1930
1895,1923
1897,1902
1899,1947
1902,1931
1903,1953
1904,1941
1905,1932
1906,1961
1907,1955
1909,1942
1914,1948
1917,1962
1918,1931
1920,1977
1924,1934
1926,1944
1927,1935
1928,1984
1931,1963
1934,1938
1935,1954
1936,1979
1937,1973
1939,1936
1940,1949
1941,1985
1942,1978
1944,1975
1946,1988
1948,1965
1951,2002
1953,1970
1957,1991
1958,1989
1959,2008
1960,1992
1961,2007
1963,2000
1965,1968
1967,2020
1968,1987
1969,2009
1970,2018
1972,2019
1973,2012
1974,1999
1975,2023
1978,1983
1979,2024
1980,2013
1982,2010
1984,2015
1988,2029
1993,2027
1994,2026
1996,2041
1998,2030
1999,2021
2000,2011
2001,2039
2006,2045
2007,2047
2009,2031
2013,2051
2014,2038
2017,2032
2018,2066
2020,2033
2021,2034
2023,2037
2026,2048
2027,2035
2030,2064
2031,2069
2032,2056
2033,2046
2034,2050
2036,2079
2038,2057
2039,2058
2042,2059
2043,2067
2045,2080
2047,2081
2049,2088
2051,2082
2052,2076
2053,2093
2056,2097
2057,2077
2058,2071
2059,2105
2061,2084
2062,2086
2063,2110
2064,2112
2066,2085
2068,2111
2069,2094
2071,2089
2073,2083
2074,2107
2075,2104
2076,2121
2078,2106
2079,2098
2081,2102
2083,2114
2085,2133
2086,2118
2087,2115
2088,2122
2090,2137
2091,2123
2093,2125
2094,2130
2095,2126
2096,2141
2098,2129
2101,2143
2103,2135
2104,2140
2105,2139
2107,2144
2108,2152
2109,2149
2112,2162
2113,2150
2114,2154
2115,2164
2116,2151
2119,2163
2120,2156
2121,2157
2122,2158
2124,2161
2125,2160
2126,2173
2127,2155
2128,2171
2129,2167
2130,2165
2131,2170
2132,2166
2134,2168
2135,2175
2136,2169
2139,2177
2141,2180
2142,2178
2145,2184
2146,2182
2147,2176
2148,2203
2149,2181
2150,2187
2152,2188
2153,2197
2156,2195
2157,2186
2158,2193
2159,2183
2160,2185
2162,2198
2163,2196
2164,2213
2166,2205
2167,2200
2168,2207
2170,2201
2171,2208
2172,2202
2173,2209
2174,2215
2175,2210
2176,2206
2177,2219
2178,2214
2179,2217
2180,2211
2182,2212
